example_id,tweet_id,thread_id,text,historical_reply,intent,secondary_intent,decision,escalation_reason,required_reply_points,forbidden_claims,annotator_confidence,annotator,reviewed
label-0124,1802439,1802439,<HANDLE> I have a premium for family account but unable to add myself as fifth member. In loop: msg unable to add. Resend invite. Fail,"<HANDLE> Hi, help's here! Can you DM us your account's email address, along with the Premium for Family owner's? We'll check backstage /GK <URL>",,,,,,,,,no
label-0125,555472,555472,<HANDLE> how can i change my name on my account. Like adding a last name?,"<HANDLE> Hey there! We're afraid that you're unable to change your account's username or display name. If you'd like, you can connect your Facebook profile to your account, and it will display your Facebook name for other users to see. More info here: <URL> /LM",,,,,,,,,no
label-0126,2783466,2783466,<HANDLE> someone connected a device on my account and started listening to music while i was so they were in my account and i couldnt disconnect their device or sign out on all devices i changed my password and kept pausing it until the disconnected what could fix this problem,<HANDLE> Hi Taylor! The cavalry's here. Can you DM us your account's email address or username? We'll check behind the scenes /PK <URL>,,,,,,,,,no
label-0127,1719049,1719039,<HANDLE> Already done. It doesen‘t work.,"<HANDLE> Sorry about that. Is this happening while connected to WiFi, 3G/4G or both? /JQ",,,,,,,,,no
label-0128,2215905,2215905,Hello <HANDLE> I’d like to have <HANDLE> new album now please it’s 12:30 #Repuation,"<HANDLE> Hi Marissa! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: <URL> /DD",,,,,,,,,no
label-0129,1964139,1964142,<HANDLE> Thanks - talked to customer support via chat and got possibly the worst service of my life hah. Situation unresolved still,<HANDLE> 1: Apologies for the inconvenience. We'd still suggest using the link we sent earlier and clicking the contact form under Step 2.,,,,,,,,,no
label-0130,1652627,1652627,<HANDLE> is there any way to fix audio distortion of any sort?,"<HANDLE> Hey there! Can you let us know your device, operating system, and Spotify version? We'll check it out /RC",,,,,,,,,no
label-0131,817145,817145,<HANDLE> Artist servers are down. Cant access.,"<HANDLE> Hey! Can you send us a screenshot of what you're seeing? Also, does this happen even when using an incognito window/other web browser? /SJ",,,,,,,,,no
label-0132,2042272,2042272,<HANDLE> i bought the student premium because i’m a student in high school but after my purchase it said it’s for uni people,<HANDLE> Hey. We're afraid the student discount is only available to those with a UNiDAYS account. Can you DM us your account's email/username? /AY <URL>,,,,,,,,,no
label-0133,743544,743545,<HANDLE> MacBook pro 2015 on Google chrome,"<HANDLE> Thanks for the info. Are you on a home or office network? Also, how long has this been happening for? /CB",,,,,,,,,no
label-0134,2389843,1201480,"<HANDLE> Please do, any news?",<HANDLE> We're afraid we don't have any updates as of this time. We’re looking into this as we tweet. Thanks for bearing with us /PC,,,,,,,,,no
label-0135,2586525,2586525,"<HANDLE> hey so I have an account I made and I wanna use the 7 day free trial but it's not popping up and it's on an account that's never had premium, pls help",<HANDLE> Hey! The 7-day trial is an in-app offer. We suggest you keep trying to use Premium features on the app; you will then eventually be offered to try it out. Hope this clears things up /AR,,,,,,,,,no
label-0136,538076,538080,<HANDLE> It did not work.,"<HANDLE> Alright. Can you try logging out and back in to the app? Also, can you tell us if this happens with other devices that you have access to? /CH",,,,,,,,,no
label-0137,467609,467609,"urgh, is there some way to get <HANDLE> to stop recommending finnish music in discover weekly and release radar?","<HANDLE> Hey Björn! Discover Weekly and Release Radar are based on what you, and others like you, are listening to. The more you use Spotify, the more personalized they become. We'd suggest carrying on listening to the songs you love /AR",,,,,,,,,no
label-0138,1209306,1209307,<HANDLE> Device: ASUS_Z012DA Version: attached Thanks! <URL>,"<HANDLE> Thanks! Could you also send us the Android version you're running? Also, do you get any error messages when this happens? Keep us posted /BH",,,,,,,,,no
label-0139,781719,781719,<HANDLE> <HANDLE> Account not allowing me to upgrade to Premium Family. Says no support available?,"<HANDLE> Hey Rick, help's here! Can you DM us your account's email address? We'll see what we can suggest /MO <URL>",,,,,,,,,no
label-0140,2282045,2282045,<HANDLE> hello I just signed up for you student account and my card was double charged the $4.99. What can be done.,"<HANDLE> Hey, help's arrived! We've just replied to your DM. Let's carry on chatting there /DV",,,,,,,,,no
label-0141,488813,488813,"<HANDLE> receive an email telling me to save on premium. Click to be told i'm not eligible. Nice way to reward a loyal customer there, Spotify.",<HANDLE> Hey! That doesn’t sound right. Could you DM us your account's email address and a screenshot of the email/notification? We'll see what we can suggest /CG <URL>,,,,,,,,,no
label-0142,2076956,2076956,<HANDLE> my account has been hijacked and the email changed.,"<HANDLE> Hi Kirsty, that doesn't sound good. Could you DM us your account's username or email address? We'll take a look backstage /JO <URL>",,,,,,,,,no
label-0143,1159723,1159723,When are we getting this cover <HANDLE> ?? <URL>,<HANDLE> Hey there! We’ll have it available to you as soon as it’s available to us! <URL> /JX,,,,,,,,,no
label-0144,2479177,2479177,<HANDLE> SOS SOMEONE HAS BEEN ON MY ACCOUNT? IDK WHERE THIS FRENCH MUSIC CAME FROM BUT IT'S NOT ME,"<HANDLE> Hey, that doesn't sound right! Can you DM us your account's username or email address? We'll take a look backstage /JP <URL>",,,,,,,,,no
label-0145,2829078,2829080,<HANDLE> see I bought this and it only gave me 1 month,"<HANDLE> Hi there, the cavalry's here! Could you DM us your account's username or email address? We'll check under the hood /RE <URL>",,,,,,,,,no
label-0146,2913812,2913810,<HANDLE> I have reinstalled but I am still getting very long ads,"<HANDLE> Hmm, that's odd. Could you send us your account's email address along with any other screenshots you may have? We'll see what we can suggest /CG <URL>",,,,,,,,,no
label-0147,788583,788585,"<HANDLE> i need my downloads back tho, thats hella songs","<HANDLE> We understand. Don't worry, the steps in the link should help avoid losing them again. Let us know if there's anything else /AP",,,,,,,,,no
label-0148,1944437,1944437,It’d be pretty neat if I could see who follows my playlists <HANDLE>,"<HANDLE> Hey! It isn't currently possible to view your playlist followers, but you can show your support for the idea at <URL> /AR",,,,,,,,,no
label-0149,2126348,2126348,"<HANDLE> all my playlists have vanished and replaced by 4 I've never seen. Only one account, no social links - what to do?!","<HANDLE> Hey, help's here! Can you DM us your account's email address? We'll check things out /CX <URL>",,,,,,,,,no
label-0150,2822737,2822737,"<HANDLE> hello, just paid for premium and it's not working. Payment has been taken, and I've logged out and back in again. Can you pls help? Thanks","<HANDLE> Hi Vanessa, we've come to the rescue! Could you DM us your account's username or email address? We'll check backstage /RE <URL>",,,,,,,,,no
label-0151,2638603,2638604,"<HANDLE> Only my saved songs, I don't have any downloaded songs on my account anymore. Every artists on my saved lists used to have full albums saved and now there's only about 1/4 and I have to re-add the music",<HANDLE> Thanks for clarifying. Which devices and Spotify versions are they missing on? Can you still see your playlists? /CP,,,,,,,,,no
label-0152,788965,788972,"<HANDLE> Unfortunately that means I will be subscribing to Apple Music, a family account not suitable for a family not the best idea !!",<HANDLE> Sorry if you feel that way. You can help make it happen by showing your support for the idea here: <URL> /PL,,,,,,,,,no
label-0153,314118,314119,<HANDLE> depending on the colors of the art behind it the title can be hard to read too,<HANDLE> Gotcha. Our devs are always testing things out. Rest assured your comments on this reaches them. <URL> 🙂 /NY,,,,,,,,,no
label-0154,1858149,1858149,I’d love it if Spotify didn’t delete all my downloaded music <HANDLE>,"<HANDLE> Hey, sorry to hear that! Check the steps under “Downloads unexpectedly removed” at <URL> They should help with this /MA",,,,,,,,,no
label-0155,1882439,1882439,<HANDLE> hi do you have an email address to forward fraud e mails supposedly from yourselves?,<HANDLE> Hi! Can you DM us your account's email address? A screenshot of the said email would be helpful too. We'll see what we can suggest /GT <URL>,,,,,,,,,no
label-0156,2771456,2771456,"<HANDLE> please, oh please, add an alarm functionality to Spotify🐦🐤🌞","<HANDLE> Hey Eleana, that is a great idea! Help make it happen by adding support here: <URL> /AC",,,,,,,,,no
label-0157,2729365,2729365,Hey <HANDLE> I'm really glad you decided to make an app for Xbox One but just FYI it really sucks and you need to make it better.,"<HANDLE> Hey there, we appreciate your feedback! Don't worry, we'll pass this on to the right team. Let us know if you have other questions /GK",,,,,,,,,no
label-0158,1162397,1162397,.<HANDLE> How do I disable censored tracks from appearing?,"<HANDLE> Hey Kennon, this sounds like a great idea! Suggest it in our Community at <URL> and get support from other users /TR",,,,,,,,,no
label-0159,1723525,1723525,<HANDLE> I payed spotify premium but my account still free,"<HANDLE> Hey Kharisma, help's here! Can you DM us your account's email address? We'll check backstage /GK <URL>",,,,,,,,,no
label-0160,2216010,2216010,I really got to stay up till 12 cause it's not out here yet?! <HANDLE> get it together Its supposed to be out by now... :/ <URL>,"<HANDLE> Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: <URL> /MO",,,,,,,,,no
label-0161,1068082,1068082,Hey <HANDLE> please develop a way to make daily mixes available to download to play offline? They're just too good 🕺,<HANDLE> Hey Kieran! It’s not currently possible to sync Daily Mix offline. We’ll let the right team know this is something you’d like to see /SY,,,,,,,,,no
label-0162,1380913,1380913,<HANDLE> will any updates be coming through to fix the iOS 11 Bluetooth shuffle problem?,"<HANDLE> Hey there. Can you tell us more about what's happening? What devices, operating sytem, and Spotify version are you using? /AY",,,,,,,,,no
label-0163,1618068,1618071,<HANDLE> It first happened after updating to ios11 then again yesterday. Both times have been in the car and both times I’ve lost 3k songs,<HANDLE> Thanks for the info. Can you DM us your account's email address or username? We'll take a look backstage /KM <URL>,,,,,,,,,no
label-0164,1883637,1883637,"<HANDLE> Hey there, I'm having difficulties switching my premium from a UK student account, to a Canadian one. I switched to paying through paypal, but my country is still showing as UK. Help please!",<HANDLE> Hi there! Help's here. Can you DM us your account's email address or username? We'll take a look backstage /NQ <URL>,,,,,,,,,no
label-0165,2183105,2183109,<HANDLE> i just think ‘daily’ gives the impression it changes every day - this would be a big improvement imo,"<HANDLE> We hear you 🎧 Rest assured, your feedback will be passed on to the right folks /KL",,,,,,,,,no
label-0166,1749855,1749855,<HANDLE> #introdayfun thanks for all your hard work!,<HANDLE> Hey Cassandra! You're welcome. Have a great time at Intro Fun Days 🙂 /T,,,,,,,,,no
label-0167,115285,115277,"<HANDLE> Used this last year to get in, wish I could use it again though. Great deal though!","<HANDLE> Hey Carrie! If your account was on Free since October 19 or earlier, you can still take advantage of the 3 months for $9.99. We hope this helps. Let us know if you have any questions /LM",,,,,,,,,no
label-0168,104091,104091,<HANDLE> Is there a way to reset my listening history? I let my son have access to my account while I was traveling out of range of Spotify. Now everything is populated with his songs and recommendations. I am opening a family account to let him have his own account now.,"<HANDLE> Hey Rick, help's here! We're afraid it's currently not possible to reset your listening history. Don't worry, we'll let the right team know it's something you'd like to see. Also, could you DM us your account's username or email address? We'll see what we can suggest /GU <URL>",,,,,,,,,no
